Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Are,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2020,Season A,January,Musenyi,Beans,1.4,1.0,100.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Fallow,Medium,Sufficient,Yes,No,24.1,Loam,7.01,2.24,37.5,10.3,260.0,22.6,85.5,70.8,7.2,10.5,117.4,12.02
2021,Season B,May,Mwogo,Maize,1.99,1.58,158.0,Flat,Improved (WH507),Partial,Organic (Compost),0.71,No,Beans,Low,Adequate,No,Yes,15.8,Sandy Soil,6.11,1.96,72.2,22.5,163.2,22.2,72.0,76.9,6.8,9.2,94.8,20.57
2021,Season A,September,Ruhuha,Maize,1.47,1.39,139.0,Hillside,Hybrid (H614D),Yes,Mixed (Organic + Inorganic),1.59,No,Beans,Medium,Adequate,No,Yes,23.3,Sandy Loam,7.03,2.78,56.9,20.4,184.6,22.4,53.6,70.1,7.0,12.5,119.9,25.09
2023,Season B,June,Rilima,Maize,0.99,0.78,78.0,Hillside,Local Variety,Yes,Organic (Compost),0.0,Yes,Rice,Low,Adequate,Yes,No,15.4,Sandy Soil,6.24,1.84,44.6,16.0,215.3,23.1,36.3,63.0,7.9,11.6,116.2,14.61
2023,Season A,October,Musenyi,Rice,0.63,0.4,40.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),2.82,Yes,Rice,Medium,Adequate,Yes,Yes,16.3,Loam,7.24,2.4,43.1,12.2,247.3,23.7,137.4,68.0,6.7,10.2,107.1,36.28
2024,Season A,December,Mareba,Beans,1.78,1.16,116.0,Flat,Hybrid (MAC 44),No,None,0.0,Partial,Beans,Low,Limited,No,Yes,24.3,Sandy Loam,7.22,2.93,61.7,13.6,246.7,23.2,60.5,78.2,8.1,11.0,105.8,8.04
2022,Season B,February,Mayange,Beans,2.77,2.21,221.0,Hillside,Hybrid (MAC 44),No,None,0.0,No,Cassava,Medium,Adequate,No,No,8.2,Sandy Loam,6.23,2.78,61.4,13.6,191.7,21.5,45.8,79.1,7.3,11.5,93.6,7.18
2024,Season A,December,Juru,Rice,2.75,1.88,188.0,Valley,Improved (IR64 / NERICA),Partial,Organic (Compost),0.46,No,Rice,Low,Sufficient,No,No,6.5,Sandy Loam,6.7,2.62,48.9,21.7,170.1,23.5,76.2,70.3,7.5,12.3,92.7,29.17
2021,Season B,February,Mayange,Maize,2.89,1.78,178.0,Valley,Local Variety,No,None,0.0,No,Cassava,Medium,Adequate,No,No,24.7,Sandy Loam,5.85,2.93,65.8,11.9,220.2,24.2,55.5,79.8,7.8,9.9,122.8,9.94
2024,Season A,December,Mareba,Maize,0.63,0.57,57.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),2.22,No,Maize,Medium,Limited,Yes,Yes,24.3,Sandy Loam,7.09,3.08,55.2,13.2,226.2,22.3,54.4,68.5,7.2,11.6,94.5,15.66
2024,Season B,May,Gashora,Beans,0.89,0.84,84.0,Valley,Local Variety,No,None,0.0,No,Maize,High,Sufficient,Yes,No,22.4,Loam,6.45,2.08,50.1,22.3,194.1,22.5,108.4,71.3,7.1,8.3,105.6,5.49
2023,Season B,May,Rweru,Beans,2.28,2.21,221.0,Valley,Local Variety,No,None,0.0,Partial,Beans,High,Sufficient,Yes,No,11.1,Clay Soil,7.13,2.39,66.1,14.0,185.4,26.7,57.8,88.3,7.8,10.4,113.8,4.57
2024,Season B,May,Rilima,Rice,1.29,0.96,96.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.51,No,Fallow,Low,Adequate,No,No,13.1,Sandy Soil,6.26,1.96,43.5,15.8,205.7,22.9,92.1,71.0,7.5,10.5,88.5,31.02
2024,Season B,May,Ntarama,Beans,0.45,0.28,28.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),0.44,No,Cassava,Low,Limited,No,No,11.2,Sandy Soil,6.92,2.77,58.0,12.0,245.9,24.3,57.5,79.3,6.0,10.1,97.2,6.71
2022,Season A,November,Juru,Rice,1.47,0.95,95.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Maize,Medium,Adequate,No,Yes,17.0,Sandy Loam,7.09,2.73,49.4,28.3,165.6,23.3,71.5,77.2,7.5,10.1,117.4,18.24
2024,Season B,April,Nyamata,Beans,1.4,1.3,130.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),0.74,Partial,Beans,High,Adequate,Yes,No,24.5,Clay Soil,7.03,3.49,81.0,25.6,250.1,20.6,115.2,87.1,7.0,9.9,116.8,11.41
2020,Season A,January,Kamabuye,Beans,1.41,1.19,119.0,Hillside,Improved (RWR 2245),No,None,0.0,Partial,Rice,Low,Adequate,No,No,21.6,Clay Soil,7.17,2.41,37.6,22.5,209.9,21.7,57.7,69.4,8.0,11.1,99.3,12.88
2021,Season A,December,Mwogo,Maize,0.31,0.24,24.0,Valley,Local Variety,Yes,Inorganic (NPK),2.21,No,Beans,Low,Sufficient,Yes,No,13.9,Sandy Soil,6.06,1.97,69.8,21.4,159.8,21.8,101.9,63.9,7.2,11.4,108.0,18.72
2022,Season B,June,Ngeruka,Beans,0.86,0.73,73.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),0.23,No,Beans,Medium,Adequate,Yes,Yes,13.9,Loam,7.12,2.7,80.5,22.1,198.4,22.5,30.9,72.8,7.7,12.0,112.1,6.26
2021,Season B,April,Mareba,Rice,2.64,2.35,235.0,Hillside,Local Variety,Partial,Inorganic (NPK),0.11,Yes,Rice,Medium,Sufficient,No,No,6.8,Sandy Loam,7.12,3.11,58.7,17.4,224.4,25.3,118.9,80.2,6.4,12.2,101.3,20.7
2021,Season A,November,Rilima,Rice,2.91,2.41,241.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Rice,High,Limited,Yes,Yes,9.9,Sandy Soil,6.07,2.02,44.2,17.3,222.4,22.5,61.7,76.2,7.4,9.9,120.4,22.68
2022,Season B,May,Rweru,Rice,0.4,0.34,34.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Yes,Maize,High,Adequate,Yes,No,8.4,Clay Soil,6.92,2.73,63.4,11.5,170.8,23.9,68.4,84.8,6.5,11.4,117.0,15.86
2021,Season A,October,Mareba,Rice,2.1,2.0,200.0,Valley,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Fallow,Low,Limited,Yes,No,12.0,Sandy Loam,7.09,2.93,61.6,12.8,232.7,23.0,83.0,74.3,6.4,9.3,91.2,24.26
2022,Season A,October,Rilima,Rice,2.25,1.39,139.0,Hillside,Hybrid (Komboka),Yes,Inorganic (NPK),2.2,Yes,Beans,Low,Adequate,Yes,No,8.5,Sandy Soil,5.9,2.05,42.3,20.6,211.8,23.0,131.3,70.1,6.5,8.7,111.6,38.88
2023,Season A,December,Ngeruka,Maize,1.75,1.67,167.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),1.2,No,Beans,Low,Sufficient,Yes,Yes,12.7,Loam,7.24,2.82,77.5,19.0,187.8,23.1,69.5,77.1,7.3,10.9,122.8,17.92
2024,Season B,June,Gashora,Maize,1.91,1.33,133.0,Flat,Local Variety,Partial,Inorganic (NPK),0.34,No,Beans,Low,Adequate,Yes,No,17.4,Loam,6.54,2.1,48.8,21.7,191.8,25.7,22.1,64.6,7.4,10.3,108.6,10.99
2022,Season A,November,Musenyi,Rice,0.3,0.28,28.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Fallow,Medium,Sufficient,No,No,14.1,Loam,7.05,2.26,39.9,11.7,241.2,25.4,102.4,82.2,7.0,8.1,90.8,25.15
2024,Season B,June,Ruhuha,Rice,2.72,2.52,252.0,Flat,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,Yes,Yes,6.6,Sandy Loam,7.07,2.73,61.0,16.1,197.6,24.7,37.2,56.8,8.3,12.3,103.0,20.63
2021,Season A,October,Ntarama,Maize,1.79,1.31,131.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),2.32,Partial,Maize,High,Sufficient,No,Yes,11.1,Sandy Soil,6.93,2.7,59.2,8.9,247.6,25.3,148.5,85.0,6.5,8.7,94.4,15.89
2021,Season B,May,Mareba,Beans,0.14,0.11,11.0,Flat,Improved (RWR 2245),No,None,0.0,Partial,Beans,Low,Adequate,No,No,9.1,Sandy Loam,7.17,2.95,61.9,13.2,224.9,22.5,56.3,74.4,5.9,11.2,117.2,11.93
2020,Season A,October,Nyamata,Beans,2.91,2.54,254.0,Hillside,Improved (RWR 2245),No,None,0.0,Yes,Beans,Medium,Adequate,Yes,No,11.7,Clay Soil,6.98,3.27,74.9,22.3,264.2,21.7,135.0,83.1,6.8,8.3,87.4,13.1
2021,Season B,February,Musenyi,Rice,1.0,0.99,99.0,Valley,Local Variety,No,None,0.0,No,Fallow,High,Adequate,No,Yes,14.3,Loam,6.92,2.43,41.0,13.1,246.8,24.0,97.2,63.9,8.1,12.3,114.0,15.22
2024,Season B,April,Ntarama,Rice,1.45,1.25,125.0,Valley,Hybrid (Komboka),No,None,0.0,No,Rice,High,Adequate,Yes,Yes,14.9,Sandy Soil,7.15,2.81,60.0,11.6,261.6,21.8,114.0,78.3,7.4,11.5,117.8,18.12
2020,Season B,April,Mareba,Beans,1.92,1.24,124.0,Flat,Local Variety,No,None,0.0,No,Cassava,Low,Sufficient,Yes,No,6.7,Sandy Loam,7.17,2.86,60.9,8.2,249.3,22.0,146.3,75.9,7.1,11.7,96.8,6.16
2024,Season A,January,Rweru,Rice,0.88,0.72,72.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),0.43,Yes,Beans,Medium,Adequate,No,No,20.2,Clay Soil,6.77,2.41,62.1,16.1,196.4,23.5,54.2,71.4,7.5,11.7,120.4,22.54
2020,Season B,March,Nyamata,Beans,2.3,1.93,193.0,Hillside,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Partial,Cassava,High,Limited,No,No,18.8,Clay Soil,7.09,3.14,78.3,26.3,266.1,22.9,64.2,72.4,7.5,12.3,121.1,8.61
2020,Season A,January,Mwogo,Rice,2.15,1.82,182.0,Valley,Local Variety,No,None,0.0,No,Maize,Medium,Adequate,No,No,7.4,Sandy Soil,5.97,1.91,69.3,21.5,150.4,21.9,81.6,63.0,7.9,11.8,107.4,19.46
2024,Season A,December,Ntarama,Maize,1.32,0.96,96.0,Valley,Hybrid (H614D),No,None,0.0,Yes,Cassava,Low,Sufficient,No,No,22.3,Sandy Soil,7.23,3.06,61.0,11.5,247.3,21.4,80.0,67.8,7.6,12.5,112.6,25.38
2021,Season B,March,Mayange,Maize,1.67,1.51,151.0,Flat,Improved (WH507),No,None,0.0,Partial,Maize,Low,Sufficient,No,No,19.5,Sandy Loam,5.89,3.03,58.5,16.4,209.3,24.8,113.7,86.4,7.9,10.6,110.3,18.76
2023,Season A,September,Ruhuha,Beans,2.32,1.61,161.0,Valley,Local Variety,No,None,0.0,No,Rice,Low,Limited,Yes,No,11.9,Sandy Loam,7.14,2.48,66.4,19.0,202.9,24.8,81.8,63.0,6.4,9.5,105.4,6.45
2023,Season A,November,Mayange,Beans,0.32,0.2,20.0,Hillside,Local Variety,No,None,0.0,No,Rice,Low,Sufficient,Yes,No,9.6,Sandy Loam,6.02,2.65,63.1,9.9,201.0,23.5,129.1,77.3,7.0,8.6,91.1,6.55
2020,Season A,December,Ruhuha,Maize,1.1,0.82,82.0,Flat,Local Variety,No,None,0.0,Yes,Beans,Medium,Adequate,Yes,No,14.1,Sandy Loam,7.21,2.4,60.5,15.2,194.6,22.9,111.7,75.5,7.1,11.0,108.5,15.47
2021,Season A,December,Musenyi,Beans,1.93,1.55,155.0,Valley,Hybrid (MAC 44),Partial,Organic (Compost),0.63,No,Rice,Low,Limited,No,No,10.0,Loam,7.14,2.49,37.8,14.1,264.1,24.0,91.3,66.6,7.7,12.7,119.0,9.0
2020,Season B,March,Ngeruka,Maize,1.39,0.94,94.0,Hillside,Hybrid (H614D),Partial,Inorganic (NPK),0.61,Yes,Fallow,Medium,Adequate,Yes,No,21.4,Loam,7.05,2.79,75.0,19.3,197.0,23.2,122.4,82.1,7.3,11.0,110.3,28.11
2024,Season A,November,Mwogo,Rice,2.43,2.2,220.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Medium,Adequate,Yes,No,23.7,Sandy Soil,6.11,2.22,65.3,22.3,171.9,22.7,73.5,84.2,7.7,9.8,99.8,29.52
2020,Season A,December,Mayange,Maize,2.72,2.24,224.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,Yes,No,21.5,Sandy Loam,5.82,2.84,68.8,14.8,219.9,23.3,103.1,72.1,8.2,10.6,96.1,22.36
2020,Season B,March,Nyamata,Beans,0.36,0.28,28.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Rice,High,Adequate,No,No,22.0,Clay Soil,7.23,3.36,79.0,22.8,266.2,23.0,78.5,78.9,7.4,8.6,127.1,7.62
2021,Season B,June,Mayange,Beans,0.34,0.33,33.0,Hillside,Local Variety,Yes,Organic (Compost),0.0,No,Beans,High,Limited,No,Yes,16.1,Sandy Loam,6.0,2.88,64.4,9.1,215.2,22.5,41.1,64.8,7.8,11.6,98.9,4.0
2023,Season A,September,Gashora,Maize,2.64,1.75,175.0,Flat,Improved (WH507),Partial,Inorganic (NPK),0.34,No,Beans,Medium,Adequate,Yes,No,5.6,Loam,6.65,1.8,50.8,22.2,182.1,24.7,70.6,71.9,6.1,10.5,104.2,19.96
2024,Season A,October,Gashora,Rice,1.72,1.41,141.0,Hillside,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),2.17,No,Rice,Low,Adequate,Yes,No,5.5,Loam,6.52,2.18,53.1,24.5,195.9,24.0,133.4,79.9,6.1,10.1,97.7,39.77
2023,Season A,November,Musenyi,Beans,1.9,1.52,152.0,Valley,Local Variety,No,None,0.0,Yes,Cassava,High,Adequate,Yes,No,23.7,Loam,6.86,2.39,49.2,13.1,264.4,22.7,63.9,82.1,6.6,10.5,97.0,6.06
2024,Season A,January,Mayange,Rice,0.66,0.6,60.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Medium,Adequate,No,No,22.4,Sandy Loam,6.0,2.7,63.2,11.8,197.6,22.0,71.8,73.7,8.2,12.0,106.0,27.72
2020,Season A,January,Mareba,Rice,2.36,1.47,147.0,Valley,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),1.34,Partial,Beans,Low,Limited,No,No,19.0,Sandy Loam,7.08,2.88,60.5,11.5,233.8,21.2,70.1,76.2,7.2,10.0,118.1,29.78
2023,Season A,December,Nyarugenge,Rice,1.28,0.86,86.0,Flat,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),0.89,Partial,Maize,High,Adequate,Yes,No,5.4,Clay Soil,6.08,2.48,42.5,20.8,193.7,22.1,71.5,85.1,7.0,11.2,111.2,29.06
2020,Season B,May,Shyara,Beans,0.73,0.49,49.0,Flat,Local Variety,No,None,0.0,No,Cassava,Low,Adequate,Yes,No,15.3,Sandy Loam,6.1,2.29,52.6,18.0,271.1,22.1,69.4,71.6,8.0,10.6,104.1,7.44
2024,Season A,September,Mwogo,Maize,1.92,1.29,129.0,Valley,Local Variety,Partial,Organic (Compost),0.65,No,Fallow,Low,Sufficient,No,Yes,17.8,Sandy Soil,6.0,1.76,69.3,19.8,170.0,23.8,48.9,73.6,6.8,11.9,121.3,11.6
2020,Season B,June,Mwogo,Beans,1.31,0.86,86.0,Hillside,Local Variety,Yes,Inorganic (NPK),0.77,No,Beans,Low,Sufficient,Yes,Yes,22.4,Sandy Soil,5.89,2.13,70.1,21.9,154.2,24.5,46.7,69.1,8.4,12.4,99.5,5.35
2024,Season A,December,Mayange,Maize,2.02,1.47,147.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,No,Fallow,Low,Adequate,No,No,15.2,Sandy Loam,5.89,2.81,62.5,12.3,198.1,20.8,99.9,74.6,7.6,10.6,111.3,23.47
2021,Season B,May,Mayange,Maize,2.6,1.84,184.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,Yes,Rice,Medium,Sufficient,Yes,No,21.6,Sandy Loam,5.99,2.66,58.1,16.0,197.4,23.0,65.7,68.3,6.9,11.6,102.6,21.44
2024,Season A,November,Ntarama,Rice,1.65,1.24,124.0,Valley,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Rice,High,Adequate,No,No,23.7,Sandy Soil,6.94,2.53,62.0,13.1,239.1,22.2,121.9,80.7,6.3,9.8,98.0,23.76
2023,Season B,April,Gashora,Rice,0.34,0.28,28.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),0.57,Yes,Cassava,Low,Adequate,Yes,No,14.6,Loam,6.56,2.31,47.0,27.2,197.1,22.2,74.4,82.6,7.1,10.7,91.8,23.32
2024,Season A,January,Juru,Maize,0.61,0.49,49.0,Hillside,Local Variety,Yes,Inorganic (NPK),0.47,Partial,Fallow,Low,Adequate,Yes,Yes,14.0,Sandy Loam,6.91,2.58,48.2,23.3,165.8,20.2,53.1,78.7,7.3,10.1,122.9,12.71
2024,Season A,October,Shyara,Rice,0.13,0.12,12.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Maize,Medium,Adequate,No,No,6.7,Sandy Loam,6.01,2.19,52.0,19.4,266.2,22.5,142.4,79.1,6.1,10.6,109.3,28.42
2022,Season A,December,Juru,Rice,1.22,1.1,110.0,Valley,Hybrid (Komboka),Partial,Organic (Compost),0.22,No,Beans,High,Limited,No,No,13.0,Sandy Loam,6.92,2.6,49.4,21.5,169.6,19.0,55.3,82.0,8.5,12.3,108.1,18.83
2021,Season A,September,Ruhuha,Beans,2.55,2.45,245.0,Flat,Improved (RWR 2245),No,None,0.0,No,Maize,Medium,Adequate,No,Yes,6.8,Sandy Loam,6.92,2.41,56.6,18.5,186.0,22.9,94.5,74.8,6.7,11.8,129.2,12.97
2024,Season B,May,Gashora,Beans,1.68,1.58,158.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Cassava,Low,Adequate,Yes,No,7.4,Loam,6.58,2.13,48.7,21.0,196.3,25.9,69.0,77.1,7.0,9.4,111.4,11.71
2024,Season A,September,Mayange,Beans,2.97,1.84,184.0,Flat,Hybrid (MAC 44),No,None,0.0,Partial,Rice,Medium,Sufficient,No,No,21.9,Sandy Loam,5.97,2.81,68.0,11.1,202.3,24.8,69.5,73.1,6.8,8.1,124.5,9.08
2021,Season B,May,Juru,Beans,0.56,0.4,40.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),0.65,Yes,Cassava,Low,Sufficient,Yes,No,6.5,Sandy Loam,6.87,2.56,46.8,24.2,162.0,21.5,70.2,80.0,8.1,10.3,119.3,15.57
2021,Season A,September,Mwogo,Beans,2.28,1.89,189.0,Flat,Hybrid (MAC 44),Partial,Organic (Compost),0.65,Yes,Rice,Medium,Sufficient,Yes,No,15.1,Sandy Soil,6.08,2.09,64.4,18.9,166.0,20.4,53.7,65.9,7.0,10.7,105.3,9.42
2022,Season A,December,Ngeruka,Maize,0.7,0.51,51.0,Flat,Improved (WH507),Partial,Organic (Compost),0.72,Partial,Maize,Medium,Adequate,No,No,22.1,Loam,6.99,2.66,79.1,21.3,192.7,21.8,51.8,62.9,7.0,9.1,122.3,15.49
2023,Season A,October,Juru,Beans,1.77,1.35,135.0,Flat,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),0.65,Partial,Maize,Low,Adequate,Yes,Yes,25.0,Sandy Loam,6.86,2.43,44.1,20.7,165.4,23.8,72.5,74.7,6.8,11.4,94.3,14.82
2023,Season A,September,Musenyi,Beans,1.67,1.28,128.0,Hillside,Local Variety,Yes,Inorganic (NPK),1.45,No,Maize,Low,Adequate,No,No,11.3,Loam,7.03,2.14,38.3,16.9,272.7,24.0,90.1,75.9,7.9,11.6,124.0,8.35
2023,Season A,November,Kamabuye,Beans,1.66,1.22,122.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Beans,High,Limited,Yes,Yes,9.5,Clay Soil,7.15,2.26,34.5,19.2,217.2,22.0,127.0,79.0,6.7,9.5,111.5,9.73
2024,Season A,January,Mareba,Rice,2.92,2.88,288.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),1.38,No,Maize,Low,Limited,Yes,No,18.0,Sandy Loam,7.08,3.07,56.9,11.9,240.5,21.8,74.3,65.7,7.4,11.0,122.6,16.73
2020,Season A,October,Kamabuye,Rice,0.59,0.5,50.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Beans,Low,Adequate,Yes,No,19.6,Clay Soil,7.07,2.17,44.0,18.7,205.3,24.5,82.1,75.2,6.7,9.5,114.3,25.66
2024,Season A,January,Shyara,Rice,2.04,1.65,165.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.56,Yes,Beans,Low,Adequate,No,No,24.5,Sandy Loam,6.05,2.09,58.2,20.7,277.6,23.4,41.7,67.3,8.4,10.7,102.8,37.08
2024,Season B,February,Ntarama,Maize,1.81,1.13,113.0,Flat,Local Variety,Yes,Inorganic (NPK),0.32,No,Fallow,Low,Adequate,Yes,No,17.8,Sandy Soil,7.17,2.79,58.5,11.3,234.7,24.6,78.3,70.6,7.2,10.1,97.6,12.76
2022,Season A,January,Mwogo,Beans,2.67,1.72,172.0,Valley,Hybrid (MAC 44),Partial,Inorganic (NPK),0.41,Yes,Beans,Low,Adequate,No,No,11.7,Sandy Soil,5.87,2.03,65.3,22.8,152.9,22.0,53.4,72.6,7.7,10.9,97.8,9.84
2023,Season B,May,Ruhuha,Maize,1.03,1.0,100.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),0.92,No,Maize,Medium,Sufficient,Yes,Yes,12.2,Sandy Loam,7.07,2.36,64.8,16.6,178.5,23.8,56.5,78.0,6.7,11.2,113.9,15.8
2023,Season B,May,Mareba,Rice,0.97,0.72,72.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Low,Adequate,No,No,12.4,Sandy Loam,7.06,3.04,62.5,10.7,241.4,23.0,92.0,78.8,7.0,10.5,106.3,28.11
2023,Season A,December,Ngeruka,Maize,0.64,0.49,49.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),1.41,Yes,Cassava,Medium,Adequate,Yes,Yes,5.4,Loam,6.98,2.73,74.2,20.7,191.8,23.2,110.3,63.0,7.2,11.7,97.5,17.43
2022,Season B,May,Juru,Maize,2.44,1.88,188.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,No,Maize,Low,Adequate,No,No,21.4,Sandy Loam,6.8,2.5,45.3,24.8,168.1,21.6,95.4,69.7,7.5,10.6,106.8,18.55
2021,Season B,February,Nyamata,Beans,2.41,2.21,221.0,Valley,Hybrid (MAC 44),Partial,Inorganic (NPK),0.65,No,Beans,Low,Limited,No,Yes,11.7,Clay Soil,7.15,3.05,78.7,24.4,270.5,21.2,65.7,74.8,7.5,11.4,116.5,9.83
2022,Season A,October,Gashora,Rice,0.72,0.66,66.0,Valley,Hybrid (Komboka),No,None,0.0,No,Maize,High,Limited,Yes,Yes,12.7,Loam,6.4,2.18,48.6,23.7,193.9,23.9,147.8,89.0,6.7,11.2,98.0,21.12
2023,Season B,April,Nyamata,Beans,1.97,1.95,195.0,Hillside,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),1.02,Yes,Beans,Medium,Limited,No,Yes,12.7,Clay Soil,7.25,3.37,74.5,24.8,254.8,25.4,68.5,87.1,6.7,10.4,93.1,8.95
2021,Season A,October,Mayange,Rice,2.81,2.02,202.0,Valley,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),2.78,No,Maize,High,Adequate,Yes,Yes,6.4,Sandy Loam,6.02,2.82,63.2,10.5,201.9,25.3,71.2,74.4,6.3,9.9,99.1,29.98
2024,Season A,January,Shyara,Rice,1.84,1.56,156.0,Valley,Local Variety,Partial,Inorganic (NPK),0.78,No,Maize,Low,Adequate,Yes,No,24.4,Sandy Loam,6.1,2.33,57.5,20.4,269.7,22.4,81.4,63.3,7.7,8.8,120.6,21.34
2020,Season B,June,Nyamata,Rice,2.44,1.83,183.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Maize,Low,Sufficient,No,No,6.0,Clay Soil,7.06,3.36,81.3,24.5,241.8,21.0,34.8,70.0,8.7,11.9,118.0,17.63
2023,Season A,December,Rweru,Beans,2.77,1.74,174.0,Flat,Improved (RWR 2245),Partial,Inorganic (NPK),0.69,Partial,Maize,Low,Adequate,No,Yes,8.8,Clay Soil,7.15,2.47,59.1,12.3,188.4,22.6,86.9,67.5,6.9,13.2,118.4,15.9
2024,Season B,June,Kamabuye,Rice,1.47,1.03,103.0,Hillside,Local Variety,Partial,Organic (Compost),0.46,Yes,Maize,High,Sufficient,Yes,Yes,22.1,Clay Soil,7.07,2.52,34.5,20.0,208.9,22.5,30.8,70.9,7.8,11.7,124.5,15.15
2021,Season B,March,Ntarama,Beans,2.27,2.2,220.0,Flat,Improved (RWR 2245),No,None,0.0,No,Maize,Low,Sufficient,No,No,15.3,Sandy Soil,7.11,2.82,63.3,9.7,226.8,24.7,79.8,79.6,7.3,11.2,114.8,11.71
2024,Season B,February,Mareba,Rice,2.7,2.55,255.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),1.39,No,Maize,Medium,Sufficient,Yes,Yes,11.9,Sandy Loam,6.98,2.81,63.5,13.1,242.8,22.1,60.7,71.7,7.8,11.4,122.0,20.84
2022,Season B,April,Mwogo,Maize,1.42,0.94,94.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),0.41,No,Fallow,High,Limited,Yes,No,5.6,Sandy Soil,6.05,2.0,68.1,19.1,162.5,23.0,119.3,83.8,6.5,12.1,99.8,18.96
2020,Season B,April,Kamabuye,Rice,1.32,1.24,124.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),1.55,No,Maize,Low,Sufficient,Yes,Yes,11.6,Clay Soil,6.99,2.02,39.0,23.7,211.6,24.3,73.8,81.9,8.5,9.8,91.1,23.25
2023,Season A,January,Nyarugenge,Beans,2.86,2.58,258.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),0.81,Partial,Fallow,Low,Sufficient,Yes,No,20.5,Clay Soil,6.33,2.15,46.1,24.2,193.5,21.2,55.2,77.8,8.3,13.2,110.4,7.73
2020,Season B,February,Mwogo,Beans,2.57,2.55,255.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),0.7,No,Beans,Low,Adequate,Yes,Yes,7.2,Sandy Soil,6.11,2.16,68.8,21.8,177.7,25.4,79.1,78.3,8.3,10.8,100.7,12.18
2024,Season B,February,Ngeruka,Rice,2.14,2.08,208.0,Flat,Hybrid (Komboka),Partial,Organic (Compost),0.72,No,Rice,Medium,Adequate,Yes,No,6.5,Loam,7.02,2.46,74.6,19.3,201.7,24.4,48.7,61.5,7.3,11.6,112.0,20.37
2021,Season A,January,Musenyi,Maize,0.14,0.11,11.0,Valley,Improved (WH507),Yes,Inorganic (NPK),2.04,Partial,Beans,Medium,Limited,No,Yes,5.8,Loam,7.02,2.36,40.1,12.2,249.7,21.8,69.5,70.3,8.2,12.0,111.3,18.01
