Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Ha,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2021,Season A,October,Shyara,Maize,1.08,0.78,78.0,Hillside,Local Variety,No,None,0.0,No,Beans,High,Adequate,Yes,No,22.5,Sandy Loam,6.11,2.45,48.7,21.0,263.4,23.4,69.4,82.8,7.3,12.1,111.6,13.06
2022,Season A,December,Nyarugenge,Maize,1.87,1.63,163.0,Flat,Local Variety,No,None,0.0,No,Rice,Low,Adequate,No,Yes,19.3,Clay Soil,6.12,2.13,36.5,19.8,197.4,21.4,99.0,68.6,6.9,11.3,101.2,13.45
2020,Season A,November,Mwogo,Rice,1.27,1.19,119.0,Valley,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),153.1,No,Rice,Low,Adequate,Yes,Yes,9.9,Sandy Soil,6.02,2.02,68.4,24.8,155.5,24.0,111.3,84.4,6.7,9.1,104.0,32.73
2021,Season A,September,Gashora,Maize,2.47,2.16,216.0,Flat,Improved (WH507),No,None,0.0,No,Rice,High,Limited,Yes,Yes,10.2,Loam,6.45,2.24,49.8,23.0,188.6,22.8,57.6,80.7,7.3,10.9,101.6,11.43
2022,Season A,September,Rweru,Beans,0.89,0.71,71.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,22.0,Clay Soil,6.94,2.66,61.4,14.7,193.5,23.6,91.4,72.3,7.4,12.3,105.2,12.98
2020,Season A,November,Ruhuha,Beans,1.62,1.56,156.0,Hillside,Improved (RWR 2245),No,None,0.0,Yes,Beans,Low,Adequate,Yes,No,9.8,Sandy Loam,7.0,2.44,62.7,20.3,196.8,24.0,140.4,70.9,7.3,9.1,120.2,12.98
2021,Season A,January,Shyara,Rice,0.96,0.81,81.0,Flat,Improved (IR64 / NERICA),No,None,0.0,Yes,Rice,Medium,Adequate,Yes,No,5.9,Sandy Loam,6.14,2.24,59.8,20.6,256.5,23.5,52.3,76.7,8.7,11.8,117.1,28.63
2020,Season B,May,Nyarugenge,Rice,1.98,1.93,193.0,Valley,Hybrid (Komboka),No,None,0.0,No,Rice,High,Sufficient,Yes,No,12.5,Clay Soil,6.29,2.41,31.8,21.8,190.2,23.9,81.4,76.7,6.9,9.4,95.5,18.44
2020,Season B,April,Mwogo,Maize,0.37,0.26,26.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),51.7,No,Cassava,Low,Sufficient,Yes,No,15.5,Sandy Soil,5.9,1.95,66.5,21.5,154.8,21.7,68.5,76.0,6.7,12.0,105.0,19.55
2020,Season A,November,Nyamata,Maize,1.05,0.83,83.0,Hillside,Local Variety,Partial,Inorganic (NPK),21.3,Yes,Rice,Low,Sufficient,Yes,Yes,13.1,Clay Soil,7.14,3.35,79.6,25.5,277.8,22.9,77.8,70.9,6.8,11.0,119.5,15.23
2024,Season B,May,Juru,Maize,1.04,0.93,93.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),196.6,No,Cassava,Medium,Adequate,No,No,10.1,Sandy Loam,6.93,2.6,45.7,24.9,170.6,23.2,99.3,87.8,6.7,11.3,108.3,21.6
2021,Season B,April,Ngeruka,Rice,0.47,0.38,38.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),28.4,Yes,Rice,Low,Sufficient,Yes,No,17.9,Loam,7.12,2.75,75.4,18.4,187.1,23.3,108.5,74.5,6.6,12.0,104.5,35.76
2022,Season A,December,Mayange,Maize,0.64,0.47,47.0,Flat,Improved (WH507),Yes,Inorganic (NPK),157.4,Partial,Maize,Low,Adequate,Yes,Yes,11.7,Sandy Loam,5.89,2.43,62.6,13.2,203.4,24.5,60.1,79.0,7.2,12.2,117.5,21.33
2020,Season B,April,Mwogo,Beans,0.49,0.4,40.0,Hillside,Hybrid (MAC 44),No,None,0.0,Yes,Maize,Medium,Adequate,Yes,No,12.6,Sandy Soil,5.96,2.01,68.5,20.3,147.1,23.6,84.9,78.2,7.0,12.0,96.3,8.69
2021,Season A,December,Nyarugenge,Maize,2.98,2.76,276.0,Flat,Improved (WH507),No,None,0.0,No,Cassava,Low,Limited,Yes,Yes,6.8,Clay Soil,6.33,2.36,38.9,24.4,203.5,21.1,69.5,76.8,7.7,12.0,109.5,16.47
2024,Season A,December,Shyara,Rice,1.85,1.38,138.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Low,Adequate,No,Yes,14.0,Sandy Loam,6.09,2.44,57.1,22.7,263.6,21.5,116.2,72.1,7.5,12.7,118.0,33.66
2022,Season A,September,Mwogo,Beans,2.37,1.6,160.0,Flat,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Fallow,Low,Sufficient,Yes,No,14.1,Sandy Soil,6.01,2.18,70.2,21.7,153.2,24.6,53.5,70.7,6.6,11.4,119.5,13.5
2023,Season B,February,Ruhuha,Maize,2.02,1.59,159.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),143.0,No,Rice,High,Sufficient,Yes,Yes,15.7,Sandy Loam,6.82,2.38,59.6,21.6,192.9,23.3,97.0,74.5,7.7,10.4,109.0,17.46
2024,Season A,October,Kamabuye,Maize,0.82,0.65,65.0,Hillside,Local Variety,No,None,0.0,No,Cassava,High,Sufficient,Yes,Yes,9.2,Clay Soil,7.05,2.23,38.5,15.2,208.8,22.7,101.4,88.7,6.5,10.8,107.8,11.48
2024,Season A,January,Musenyi,Maize,2.16,2.09,209.0,Flat,Improved (WH507),Partial,Inorganic (NPK),18.8,Partial,Maize,High,Sufficient,Yes,Yes,10.7,Loam,7.11,2.24,42.9,15.3,268.9,22.6,59.0,68.9,7.9,12.1,114.7,13.97
2024,Season B,June,Rilima,Beans,2.08,1.37,137.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Rice,High,Limited,No,No,13.4,Sandy Soil,6.03,1.58,42.9,15.7,214.5,24.0,38.7,72.8,8.1,13.5,102.8,7.93
2024,Season B,March,Mayange,Maize,2.43,1.59,159.0,Valley,Local Variety,Yes,Inorganic (NPK),183.1,No,Fallow,Low,Limited,Yes,Yes,17.5,Sandy Loam,6.15,2.78,64.2,15.2,210.7,22.9,108.1,73.7,6.7,10.3,104.7,15.19
2024,Season B,June,Mwogo,Maize,2.1,1.85,185.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),154.8,Yes,Rice,Medium,Sufficient,No,Yes,5.4,Sandy Soil,6.05,1.62,67.1,21.5,153.8,22.7,42.8,75.8,8.6,12.5,132.0,19.36
2020,Season B,June,Juru,Rice,0.45,0.44,44.0,Flat,Local Variety,Partial,Inorganic (NPK),65.5,Yes,Maize,Medium,Adequate,Yes,Yes,9.0,Sandy Loam,6.92,2.64,45.9,23.2,173.8,24.2,26.1,65.0,7.9,11.9,118.0,18.89
2020,Season B,March,Nyamata,Beans,2.85,2.3,230.0,Valley,Improved (RWR 2245),Partial,Organic (Compost),22.4,Partial,Cassava,High,Adequate,Yes,Yes,9.9,Clay Soil,7.16,3.29,77.8,26.4,252.3,21.0,120.0,72.0,7.8,12.1,112.7,12.01
2022,Season A,December,Kamabuye,Rice,1.47,1.02,102.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),134.6,No,Maize,Low,Adequate,Yes,No,22.0,Clay Soil,7.05,2.13,43.7,17.8,200.1,22.4,78.1,83.0,7.7,11.2,116.5,34.81
2021,Season A,October,Mayange,Rice,0.28,0.21,21.0,Flat,Hybrid (Komboka),Partial,Inorganic (NPK),63.8,No,Cassava,Medium,Sufficient,No,No,21.1,Sandy Loam,6.09,2.78,69.3,16.1,190.2,26.2,80.2,76.0,7.1,11.1,111.2,29.69
2021,Season B,June,Gashora,Maize,1.79,1.17,117.0,Hillside,Local Variety,Yes,Inorganic (NPK),153.8,Partial,Beans,Medium,Adequate,Yes,No,23.3,Loam,6.43,2.19,50.1,21.4,204.6,24.2,42.2,65.4,8.5,11.3,125.2,14.3
2021,Season A,December,Musenyi,Maize,1.7,1.56,156.0,Flat,Improved (WH507),Yes,Organic (Compost),0.0,Yes,Beans,Low,Adequate,Yes,Yes,23.8,Loam,7.32,2.64,39.2,13.4,252.1,23.2,110.3,75.5,7.5,10.6,105.6,23.89
2020,Season B,February,Juru,Rice,2.05,1.51,151.0,Flat,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Cassava,Low,Adequate,Yes,Yes,16.6,Sandy Loam,6.95,2.51,47.8,26.2,173.2,21.4,90.3,84.1,7.7,12.0,116.2,32.8
2022,Season A,November,Kamabuye,Rice,0.81,0.75,75.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,High,Sufficient,Yes,No,17.1,Clay Soil,7.19,2.2,41.0,20.1,208.3,25.5,95.6,86.8,7.3,10.1,89.7,28.28
2022,Season A,September,Nyarugenge,Beans,1.99,1.78,178.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),189.5,No,Rice,Low,Adequate,Yes,Yes,7.9,Clay Soil,6.28,2.27,34.1,22.9,208.8,22.7,93.6,73.2,7.6,13.0,100.0,12.47
2023,Season B,May,Ruhuha,Rice,2.14,1.93,193.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Partial,Beans,Low,Limited,No,No,11.1,Sandy Loam,7.02,2.31,59.9,19.3,184.2,21.3,57.3,76.0,7.9,10.6,95.3,23.91
2020,Season B,February,Mwogo,Maize,2.84,1.73,173.0,Hillside,Hybrid (H614D),No,None,0.0,Partial,Maize,Low,Sufficient,Yes,No,5.3,Sandy Soil,6.07,1.63,69.1,18.9,158.3,24.3,94.4,71.4,7.8,9.5,118.9,23.44
2022,Season A,January,Ruhuha,Rice,1.88,1.17,117.0,Flat,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),197.4,No,Maize,Low,Sufficient,Yes,Yes,20.1,Sandy Loam,7.05,2.24,60.2,18.6,178.5,23.2,57.7,71.3,7.6,12.3,123.0,26.06
2024,Season A,October,Juru,Maize,2.68,2.25,225.0,Flat,Hybrid (H614D),Yes,Inorganic (NPK),58.7,No,Rice,Medium,Limited,No,No,18.9,Sandy Loam,7.03,2.58,47.5,22.7,173.6,20.9,73.4,87.8,7.0,10.0,111.4,20.44
2023,Season A,January,Nyamata,Rice,0.55,0.5,50.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Maize,High,Sufficient,Yes,No,6.8,Clay Soil,7.12,3.02,68.6,26.1,252.5,23.3,40.2,69.7,7.7,10.5,124.2,24.26
2023,Season A,December,Musenyi,Rice,1.66,1.38,138.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Sufficient,No,No,16.2,Loam,7.09,2.42,45.4,11.7,246.2,23.0,75.4,64.0,7.7,9.7,114.2,21.16
2023,Season A,January,Mareba,Beans,0.21,0.19,19.0,Valley,Hybrid (MAC 44),Partial,Inorganic (NPK),60.8,No,Beans,Low,Sufficient,Yes,No,12.9,Sandy Loam,6.91,3.07,59.6,10.2,238.3,22.2,77.5,72.9,8.1,12.7,109.4,11.06
2022,Season B,March,Kamabuye,Maize,0.42,0.33,33.0,Valley,Improved (WH507),Yes,Inorganic (NPK),46.4,No,Rice,Medium,Limited,Yes,Yes,22.4,Clay Soil,7.11,2.24,46.6,21.4,221.5,24.9,74.0,76.3,7.7,11.3,112.8,15.15
2020,Season A,October,Rilima,Maize,1.72,1.41,141.0,Flat,Improved (WH507),No,None,0.0,Partial,Beans,High,Adequate,No,No,20.9,Sandy Soil,6.17,1.99,39.6,17.6,226.4,24.7,141.2,85.7,6.7,10.9,94.0,15.81
2023,Season B,May,Mareba,Maize,0.36,0.28,28.0,Valley,Improved (WH507),No,None,0.0,No,Maize,Low,Sufficient,No,No,22.4,Sandy Loam,7.05,2.84,64.5,9.0,243.9,25.2,55.5,78.2,6.4,9.0,104.4,12.84
2021,Season B,June,Shyara,Beans,1.14,0.77,77.0,Flat,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Fallow,Medium,Limited,Yes,No,22.2,Sandy Loam,6.05,2.2,54.3,19.5,282.7,23.4,30.8,67.1,7.4,12.8,131.9,8.26
2024,Season A,October,Ntarama,Maize,1.59,1.11,111.0,Valley,Improved (WH507),No,None,0.0,No,Rice,Medium,Sufficient,No,No,22.2,Sandy Soil,7.16,2.74,63.5,14.6,242.8,23.0,81.1,79.0,6.3,9.1,103.3,17.64
2023,Season B,May,Nyarugenge,Rice,0.13,0.09,9.0,Valley,Hybrid (Komboka),No,None,0.0,No,Fallow,Low,Sufficient,Yes,No,10.8,Clay Soil,6.13,2.27,40.0,21.0,189.7,22.5,91.1,72.9,7.0,10.4,97.9,21.42
2021,Season A,January,Nyamata,Maize,2.03,1.43,143.0,Valley,Hybrid (H614D),Yes,Inorganic (NPK),59.2,No,Beans,Medium,Adequate,Yes,No,11.3,Clay Soil,7.18,3.24,74.0,21.1,254.0,20.9,55.2,75.1,8.0,10.9,109.7,20.43
2021,Season B,February,Musenyi,Rice,0.82,0.63,63.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),147.5,No,Rice,Low,Limited,No,Yes,17.3,Loam,7.3,2.47,45.4,11.8,255.5,22.2,90.3,83.3,7.6,12.0,116.9,17.48
2024,Season B,March,Shyara,Maize,2.49,2.01,201.0,Flat,Improved (WH507),Partial,Organic (Compost),38.8,No,Rice,Medium,Adequate,No,No,10.2,Sandy Loam,6.03,2.3,51.6,20.0,256.5,24.0,75.4,81.1,7.2,12.2,98.5,17.57
2024,Season B,February,Mayange,Beans,1.84,1.24,124.0,Flat,Improved (RWR 2245),Partial,Organic (Compost),41.6,Partial,Beans,Low,Adequate,No,No,12.1,Sandy Loam,6.1,2.75,62.7,13.5,216.9,21.4,45.9,71.4,7.1,10.1,112.5,10.68
2023,Season B,May,Musenyi,Rice,0.9,0.64,64.0,Valley,Local Variety,Partial,Organic (Compost),39.7,No,Cassava,Low,Adequate,Yes,Yes,14.1,Loam,7.05,2.23,38.6,14.7,251.1,25.3,86.5,73.2,7.8,9.9,106.9,21.14
2024,Season A,December,Nyarugenge,Beans,0.84,0.76,76.0,Hillside,Hybrid (MAC 44),Partial,Inorganic (NPK),31.3,No,Cassava,Medium,Limited,Yes,Yes,22.9,Clay Soil,6.13,2.38,37.7,22.6,194.9,23.8,59.7,71.8,7.9,10.3,124.8,9.11
2022,Season B,June,Ngeruka,Rice,2.74,2.12,212.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,Yes,Rice,High,Adequate,No,No,10.8,Loam,6.95,2.92,75.2,19.9,189.8,21.3,32.3,71.7,9.5,11.8,107.2,21.24
2023,Season B,May,Nyarugenge,Maize,2.27,1.79,179.0,Hillside,Local Variety,No,None,0.0,No,Beans,Low,Sufficient,Yes,Yes,22.0,Clay Soil,6.12,2.16,44.7,21.9,189.2,21.8,89.7,81.4,6.7,11.6,89.5,15.62
2024,Season A,November,Mayange,Beans,0.77,0.74,74.0,Valley,Local Variety,Partial,Organic (Compost),38.6,Yes,Maize,Medium,Sufficient,Yes,Yes,17.5,Sandy Loam,6.02,2.84,69.1,12.9,207.6,23.1,69.9,78.3,7.2,11.0,119.0,8.23
2021,Season A,December,Kamabuye,Rice,1.94,1.41,141.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),32.4,No,Beans,High,Adequate,Yes,No,14.1,Clay Soil,7.15,2.46,45.5,22.6,210.9,21.0,73.7,75.2,7.2,11.8,111.3,19.73
2023,Season B,April,Rweru,Rice,0.59,0.47,47.0,Hillside,Hybrid (Komboka),No,None,0.0,No,Beans,Low,Limited,Yes,No,24.3,Clay Soil,6.97,2.68,65.7,11.1,181.2,22.9,75.1,72.2,6.5,10.0,110.8,19.27
2022,Season B,May,Ruhuha,Beans,1.75,1.14,114.0,Hillside,Hybrid (MAC 44),No,None,0.0,No,Maize,Low,Adequate,No,Yes,8.6,Sandy Loam,7.01,2.48,61.6,18.0,178.5,24.6,69.2,79.1,7.4,12.6,90.4,8.96
2020,Season B,March,Musenyi,Rice,0.58,0.49,49.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),232.9,Yes,Maize,Low,Adequate,No,Yes,5.5,Loam,6.96,2.6,43.5,12.8,250.2,22.9,61.8,70.5,7.0,12.4,123.6,18.19
2020,Season A,January,Gashora,Beans,2.92,2.2,220.0,Flat,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,5.5,Loam,6.65,2.05,46.3,21.8,180.6,21.9,50.4,68.5,7.5,12.9,98.0,11.76
2023,Season B,April,Rweru,Rice,2.87,2.43,243.0,Hillside,Improved (IR64 / NERICA),Yes,Inorganic (NPK),88.8,No,Maize,Medium,Sufficient,No,Yes,24.3,Clay Soil,6.85,2.4,67.7,13.0,185.8,23.0,122.4,79.4,7.4,10.8,92.3,35.24
2021,Season A,December,Rilima,Rice,2.75,2.34,234.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Maize,Low,Adequate,Yes,No,9.2,Sandy Soil,6.24,1.88,43.3,18.9,213.9,24.7,52.7,67.8,6.8,12.2,105.5,32.12
2022,Season A,December,Mwogo,Maize,0.13,0.08,8.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),94.1,Yes,Maize,Low,Adequate,No,No,7.5,Sandy Soil,5.99,1.85,68.5,23.5,178.8,22.7,116.4,80.4,7.8,12.1,107.6,17.56
2024,Season B,February,Shyara,Maize,1.74,1.32,132.0,Hillside,Hybrid (H614D),Partial,Organic (Compost),46.6,No,Beans,Low,Sufficient,No,No,19.2,Sandy Loam,6.39,2.38,52.9,16.3,270.7,24.2,49.2,72.9,6.7,10.6,97.0,23.71
2021,Season B,March,Juru,Maize,2.48,1.53,153.0,Hillside,Local Variety,Yes,Organic (Compost),0.0,No,Maize,Low,Limited,No,No,20.7,Sandy Loam,7.02,2.85,46.6,27.5,184.6,21.8,103.5,86.6,7.1,13.0,121.5,13.22
2021,Season B,March,Juru,Maize,0.19,0.17,17.0,Flat,Improved (WH507),Partial,Inorganic (NPK),43.3,No,Maize,High,Adequate,No,No,22.3,Sandy Loam,6.94,2.44,50.0,24.9,167.4,22.7,59.7,78.7,6.8,9.8,125.8,12.74
2024,Season B,May,Nyamata,Maize,0.56,0.48,48.0,Flat,Improved (WH507),Partial,Organic (Compost),24.4,Partial,Beans,Medium,Limited,Yes,Yes,22.8,Clay Soil,7.0,3.14,74.3,22.3,257.5,22.4,73.8,84.3,7.1,10.3,117.4,17.12
2021,Season B,June,Rilima,Rice,0.36,0.23,23.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),49.0,Partial,Maize,Low,Adequate,No,No,21.6,Sandy Soil,6.16,1.7,41.9,12.7,216.6,23.4,40.2,71.5,7.9,12.8,111.0,21.09
2022,Season B,May,Kamabuye,Rice,2.06,1.72,172.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Cassava,Medium,Limited,Yes,No,17.0,Clay Soil,7.08,2.38,44.4,16.9,195.8,23.2,66.0,75.4,6.5,9.5,109.3,21.24
2024,Season B,March,Shyara,Maize,1.35,1.34,134.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,No,Rice,Medium,Adequate,Yes,No,10.3,Sandy Loam,5.97,2.29,56.6,21.4,261.5,23.4,72.6,67.3,7.1,11.7,127.7,19.16
2024,Season A,January,Rweru,Maize,1.22,0.97,97.0,Flat,Local Variety,No,None,0.0,No,Rice,Low,Sufficient,Yes,No,19.6,Clay Soil,7.02,2.52,63.0,10.3,178.2,22.8,86.2,73.6,7.4,10.2,98.7,13.43
2022,Season B,June,Nyamata,Rice,2.92,2.02,202.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),56.8,Partial,Maize,Low,Adequate,No,Yes,19.1,Clay Soil,7.01,3.15,75.5,24.7,252.0,22.0,31.3,65.6,8.4,12.6,130.4,18.92
2020,Season A,December,Gashora,Rice,1.83,1.55,155.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Beans,High,Sufficient,Yes,No,12.2,Loam,6.5,1.95,47.3,22.8,190.9,23.3,103.6,71.9,7.0,13.0,96.2,29.67
2020,Season A,November,Mwogo,Beans,2.85,2.29,229.0,Valley,Improved (RWR 2245),No,None,0.0,No,Fallow,Medium,Limited,Yes,No,20.2,Sandy Soil,5.94,1.95,70.5,22.0,161.8,22.5,89.8,77.3,6.4,11.1,93.9,11.74
2021,Season B,February,Nyamata,Maize,1.08,0.79,79.0,Valley,Improved (WH507),No,None,0.0,Partial,Rice,Medium,Adequate,Yes,No,22.1,Clay Soil,7.07,3.06,84.7,24.3,259.7,24.6,49.6,75.1,7.7,12.2,116.3,13.85
2023,Season A,December,Mareba,Maize,1.23,0.83,83.0,Hillside,Improved (WH507),No,None,0.0,No,Beans,Medium,Sufficient,Yes,No,11.0,Sandy Loam,7.16,3.07,67.6,14.5,240.5,21.7,75.7,71.5,7.9,10.3,115.0,17.23
2020,Season A,January,Juru,Rice,2.47,2.25,225.0,Valley,Hybrid (Komboka),No,None,0.0,Yes,Maize,Medium,Adequate,Yes,No,15.2,Sandy Loam,6.95,2.64,51.0,26.8,178.1,22.5,58.6,63.9,7.6,10.8,116.7,21.53
2020,Season A,September,Mwogo,Beans,0.85,0.62,62.0,Flat,Improved (RWR 2245),Partial,Inorganic (NPK),30.9,Yes,Beans,Low,Sufficient,No,Yes,7.2,Sandy Soil,6.05,1.91,67.1,21.0,156.7,22.6,106.2,79.3,6.9,12.8,106.8,13.8
2024,Season B,June,Nyarugenge,Beans,2.34,1.66,166.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Sufficient,Yes,No,9.8,Clay Soil,6.03,2.23,41.8,21.6,184.7,22.6,34.0,63.2,8.9,11.6,129.0,8.13
2024,Season A,December,Mwogo,Maize,1.59,1.45,145.0,Valley,Improved (WH507),No,None,0.0,Yes,Rice,High,Adequate,Yes,No,23.0,Sandy Soil,6.05,1.74,66.7,19.9,177.8,22.5,102.0,76.6,8.7,13.4,101.7,16.6
2023,Season A,November,Mayange,Maize,2.17,2.12,212.0,Hillside,Local Variety,Yes,Inorganic (NPK),88.0,No,Cassava,High,Adequate,No,No,5.2,Sandy Loam,5.79,2.68,70.7,12.2,196.7,23.4,97.3,78.3,6.7,10.3,108.6,15.93
2023,Season A,November,Ruhuha,Rice,1.49,1.28,128.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Beans,Medium,Adequate,Yes,Yes,5.1,Sandy Loam,7.09,2.5,60.9,15.7,190.9,21.1,134.5,84.1,7.2,11.1,100.0,36.91
2023,Season A,December,Mareba,Beans,2.51,1.56,156.0,Hillside,Hybrid (MAC 44),Partial,Organic (Compost),15.7,Yes,Beans,Medium,Sufficient,Yes,No,20.3,Sandy Loam,7.08,2.97,61.2,11.4,239.5,22.4,52.3,81.3,7.8,10.7,117.3,10.59
2023,Season B,June,Shyara,Maize,0.83,0.62,62.0,Hillside,Improved (WH507),No,None,0.0,Partial,Maize,High,Adequate,Yes,Yes,10.5,Sandy Loam,6.04,2.18,61.0,19.5,272.1,21.9,45.6,69.7,7.9,12.7,122.8,12.76
2021,Season A,September,Nyamata,Rice,2.79,2.78,278.0,Valley,Local Variety,Yes,Inorganic (NPK),195.8,Partial,Cassava,Medium,Adequate,Yes,No,10.6,Clay Soil,7.08,3.07,77.9,22.7,260.0,22.1,51.6,66.6,7.0,11.5,106.6,18.28
2024,Season A,October,Juru,Maize,1.26,0.9,90.0,Valley,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,Yes,No,5.9,Sandy Loam,7.03,2.72,47.1,28.3,157.5,22.3,130.3,82.6,6.6,10.2,110.0,18.93
2024,Season B,February,Mayange,Beans,1.58,1.03,103.0,Flat,Hybrid (MAC 44),Yes,Organic (Compost),0.0,No,Beans,Low,Adequate,Yes,Yes,22.5,Sandy Loam,5.98,2.69,64.2,12.6,205.9,22.1,84.8,77.4,7.4,10.4,112.4,11.34
2022,Season B,June,Nyarugenge,Maize,2.37,1.58,158.0,Flat,Improved (WH507),No,None,0.0,No,Maize,Medium,Adequate,Yes,Yes,5.6,Clay Soil,6.23,2.0,37.9,16.9,192.5,22.3,41.8,64.6,8.4,11.8,109.1,11.38
2020,Season A,October,Ruhuha,Maize,2.53,1.93,193.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,Yes,Rice,Low,Limited,Yes,No,19.4,Sandy Loam,7.02,2.53,60.6,22.6,175.9,24.4,100.9,80.7,5.7,10.1,103.2,20.03
2024,Season A,October,Mwogo,Rice,1.82,1.72,172.0,Hillside,Improved (IR64 / NERICA),Partial,Inorganic (NPK),52.1,Yes,Maize,High,Sufficient,No,No,19.6,Sandy Soil,5.73,2.06,66.5,21.9,165.1,23.2,112.6,75.1,6.6,11.1,101.1,38.55
2022,Season B,March,Mwogo,Beans,1.16,1.08,108.0,Valley,Improved (RWR 2245),Yes,Organic (Compost),0.0,No,Cassava,Low,Adequate,No,No,10.9,Sandy Soil,5.94,2.11,69.3,19.9,153.7,21.9,94.6,82.0,7.1,13.4,124.6,14.38
2024,Season B,April,Rilima,Beans,1.0,0.72,72.0,Hillside,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),48.9,No,Rice,High,Adequate,Yes,No,11.3,Sandy Soil,6.14,1.62,43.7,11.7,192.5,24.5,103.8,78.7,7.9,12.2,120.8,11.71
2023,Season A,October,Nyamata,Maize,1.5,1.17,117.0,Flat,Improved (WH507),No,None,0.0,No,Cassava,Low,Sufficient,No,No,17.1,Clay Soil,7.05,3.11,79.4,24.0,251.6,24.4,115.7,81.2,6.7,8.7,113.3,17.54
2023,Season B,May,Nyamata,Rice,2.73,1.84,184.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),123.2,No,Rice,Low,Sufficient,Yes,Yes,20.7,Clay Soil,7.07,3.2,74.8,21.3,235.0,21.9,88.5,85.3,6.4,11.5,108.7,19.55
2023,Season A,September,Rweru,Rice,2.51,1.76,176.0,Valley,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),87.7,No,Maize,Medium,Adequate,No,Yes,19.1,Clay Soil,7.02,2.69,69.0,7.5,184.7,23.6,78.5,77.1,7.3,10.7,126.1,32.83
2023,Season B,February,Juru,Beans,0.51,0.39,39.0,Valley,Improved (RWR 2245),No,None,0.0,No,Rice,Medium,Limited,Yes,No,16.9,Sandy Loam,7.12,2.62,45.9,19.3,178.4,24.2,53.9,71.5,8.5,11.4,123.3,10.98
2023,Season A,November,Mareba,Beans,1.4,1.33,133.0,Hillside,Hybrid (MAC 44),Yes,Inorganic (NPK),101.5,No,Rice,Low,Sufficient,No,No,8.2,Sandy Loam,6.91,2.85,62.5,14.2,225.8,24.1,108.5,83.4,7.1,9.6,108.1,10.64
2024,Season A,November,Gashora,Rice,2.36,2.0,200.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),63.5,Partial,Maize,Low,Limited,Yes,Yes,18.7,Loam,6.53,2.24,49.6,29.2,191.2,22.2,122.8,78.2,7.2,12.1,110.1,34.02
2021,Season A,September,Ngeruka,Rice,1.97,1.58,158.0,Valley,Local Variety,No,None,0.0,Yes,Maize,Low,Sufficient,Yes,No,11.5,Loam,6.97,2.6,75.1,22.2,196.3,23.2,88.6,70.6,7.3,11.1,98.3,20.17
